Wellenlänge,PL,PL NaOH,Korrigierte PL,Energie,PL,PL normiert
nm,w.E.,w.E.,w.E.,eV,w.E.,w.E.
,TDBC_NaOH_c5_em-2,NaOH_em-1,TDBC_NaOH_c5_em-2,,TDBC_NaOH_c5_em-2,TDBC_NaOH_c5_em-2
900,3023.62,2821.62,202,1.37777777777778,131951.612903226,0.574017651430866
,,,--,--,--,--
##### Extended Information,,,--,--,--,--
[Comments],,,--,--,--,--
Sample name,TDBC_NaOH_c5_em,NaOH_em,--,--,--,--
Comment,-,-,--,--,--,--
User,,,--,--,--,--
Division,,,--,--,--,--
Company,Microsoft,Microsoft,--,--,--,--
,,,--,--,--,--
[Detailed Information],,,--,--,--,--
Creation date,17.03.2014 23:50,17.03.2014 17:22,--,--,--,--
,,,--,--,--,--
Data array type,Linear data array,Linear data array,--,--,--,--
Horizontal axis,Wavelength [nm],Wavelength [nm],--,--,--,--
Vertical axis,Int.,Int.,--,--,--,--
Start,570 nm,570 nm,--,--,--,--
End,900 nm,900 nm,--,--,--,--
Data interval,1 nm,1 nm,--,--,--,--
Data points,331,331,0,--,--,--
,,,--,--,--,--
[Measurement Information],,,--,--,--,--
Model name,FP-8600,FP-8600,--,--,--,--
Serial No.,C003561454,C003561454,--,--,--,--
Ex filter holder,None,None,--,--,--,--
Em filter holder,None,None,--,--,--,--
,,,--,--,--,--
Accessory,SCE-846,SCE-846,--,--,--,--
Accessory S/N,C002561454,C002561454,--,--,--,--
,,,--,--,--,--
Accessory,FDP-837,FDP-837,--,--,--,--
Accessory S/N,,,--,--,--,--
Polarizer,"Ex 0 degree, Em 0 degree","Ex 0 degree, Em 0 degree",--,--,--,--
,,,--,--,--,--
Measurement date,17.03.2014 23:50,17.03.2014 17:22,--,--,--,--
,,,--,--,--,--
Mode,Emission,Emission,--,--,--,--
Ex bandwidth,5 nm,5 nm,--,--,--,--
Em bandwidth,5 nm,5 nm,--,--,--,--
Response,0.5 sec,0.5 sec,--,--,--,--
Sensitivity,High,High,--,--,--,--
Measurement range,570 - 900 nm,570 - 900 nm,--,--,--,--
Data interval,1 nm,1 nm,--,--,--,--
Ex wavelength,560.0 nm,560.0 nm,--,--,--,--
Scan speed,100 nm/min,200 nm/min,--,--,--,--
Auto gain,Off,Off,--,--,--,--
Shutter control,Open only for measurement,Open only for measurement,--,--,--,--
Light source,Xe lamp,Xe lamp,--,--,--,--
Filter,Stop scan for exchanging filter,Stop scan for exchanging filter,--,--,--,--
Blank correction,Off,Off,--,--,--,--
Spectral correction,On,On,--,--,--,--
Ex correction data,Ex-PL-Wlamp-P0deg_5nm,Ex-PL-Wlamp-P0deg_5nm,--,--,--,--
Em correction data,Em_Hal-lamp_P0deg_5nm,Em_Hal-lamp_P0deg_5nm,--,--,--,--
